artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,estacion,tipo_lanzamiento,popularidad,reproducciones_previas,hit_viral,dia_semana,trimestre
DaBaby,Punk,82,256,2,1,1,0,1,Tini,2011-06-05,2011,6,Verano,Album,10.687711492725965,26.657963104564445,1,6,2
Myke Towers,Reggaeton,81,214,11,1,0,1,0,,2011-06-11,2011,6,Verano,Single,1.0,1.287222916337221,0,5,2
Post Malone,Disco,93,250,5,0,0,1,0,,2011-06-11,2011,6,Verano,Album,4.39955369983932,0.7674922639067661,0,5,2
Wisin & Yandel,Rock,136,379,5,0,0,1,0,,2011-06-12,2011,6,Verano,Single,1.0,1.1456692779965183,0,6,2
The Kid LAROI,Metal,177,235,7,1,0,1,0,,2011-06-15,2011,6,Verano,Single,7.102811915226739,1.3007435657460256,0,2,2
Sam Smith,Funk,60,342,4,0,0,1,0,,2011-06-16,2011,6,Verano,Single,1.0,29.607051898714403,0,3,2
J Balvin,Techno,160,205,7,1,1,0,0,,2011-06-19,2011,6,Verano,Single,12.755282007950282,1.9717201490548533,1,6,2
Manuel Turizo,Disco,89,164,1,0,0,1,0,,2011-06-19,2011,6,Verano,Single,1.0,33.26826659632651,0,6,2
Selena Gomez,K-Pop,101,342,10,0,0,1,0,,2011-06-20,2011,6,Verano,Single,1.0084580958943732,29.41874728172463,0,0,2
Beyoncé,Hip Hop,71,200,1,0,0,1,0,,2011-06-21,2011,6,Verano,Single,1.0,19.426431515411917,0,1,2
Travis Scott,K-Pop,117,207,7,1,1,0,1,Selena Gomez,2011-06-23,2011,6,Verano,Single,1.0,1.0,0,3,2
Bad Bunny,Disco,93,210,5,0,0,1,1,Travis Scott,2011-06-25,2011,6,Verano,Single,4.828149601409821,7.617160731224937,0,5,2
Dua Lipa,Folk,96,157,10,0,0,1,0,,2011-06-28,2011,6,Verano,Single,1.0,11.916393418554703,0,1,2
Twenty One Pilots,Trap,134,335,11,1,0,1,0,,2011-06-28,2011,6,Verano,Album,1.0,1.0,1,1,2
Daddy Yankee,Indie,121,136,8,0,0,1,0,,2011-06-29,2011,6,Verano,Single,2.023257466862695,1.0,0,2,2
Karol G,Punk,88,307,0,1,0,1,0,,2011-06-30,2011,6,Verano,Single,1.0,4.648870845079143,0,3,2
Wisin & Yandel,Rock,160,460,2,0,0,1,0,,2011-06-30,2011,6,Verano,Album,1.0,1.0,0,3,2
Doja Cat,Experimental,78,325,3,0,0,1,1,Wisin & Yandel,2011-07-03,2011,7,Verano,Single,1.0,1.0473401428632871,0,6,3
Drake,Clásica,89,225,4,0,1,0,1,Rosalía,2011-07-03,2011,7,Verano,Single,1.0,0.7042387295730442,0,6,3
Ed Sheeran,Metal,136,252,8,1,0,1,1,Eminem,2011-07-04,2011,7,Verano,Single,1.0,1.182685687268994,0,0,3
Halsey,Funk,122,265,5,0,0,1,0,,2011-07-04,2011,7,Verano,Single,1.0,3.533292088389782,0,0,3
Lil Uzi Vert,Funk,78,132,10,0,0,1,1,Dua Lipa,2011-07-04,2011,7,Verano,Single,1.0,2.6891382000501274,0,0,3
Nicky Jam,Experimental,152,231,4,1,0,1,1,Don Omar,2011-07-05,2011,7,Verano,Album,3.1141685160067616,0.9925865111106855,0,1,3
Post Malone,Disco,69,257,10,0,0,1,0,,2011-07-08,2011,7,Verano,Single,1.7085904312454143,2.922165195360381,0,4,3
Young Thug,Experimental,123,347,6,1,1,0,1,Miley Cyrus,2011-07-10,2011,7,Verano,Single,1.0,1.0,0,6,3
Eminem,Experimental,102,205,3,0,0,1,1,Dua Lipa,2011-07-11,2011,7,Verano,Single,1.0,1.0,0,0,3
The Kid LAROI,Latino,124,317,10,1,1,0,1,Blackpink,2011-07-11,2011,7,Verano,Album,1.0,5.60289305461179,0,0,3
Zara Larsson,Rock,142,360,8,1,0,1,0,,2011-07-11,2011,7,Verano,Album,1.0,1.027515179933699,0,0,3
Kanye West,Soul,95,148,4,1,1,0,0,,2011-07-16,2011,7,Verano,Single,1.0,14.712932723000444,0,5,3
Don Omar,Dance,124,134,2,1,0,1,1,Selena Gomez,2011-07-18,2011,7,Verano,Album,2.83043314145335,3.7424140477541274,0,0,3
Drake,Clásica,123,393,3,0,0,1,1,Peso Pluma,2011-07-18,2011,7,Verano,Single,1.0,1.0,0,0,3
Anitta,Dance,136,241,1,1,0,1,1,Juice WRLD,2011-07-22,2011,7,Verano,Single,1.0,1.0,0,4,3
Tini,Blues,78,289,9,0,1,0,1,Kanye West,2011-07-22,2011,7,Verano,Single,1.0,27.59642384455924,0,4,3
Kendrick Lamar,Lofi,95,156,11,0,0,1,0,,2011-07-24,2011,7,Verano,Single,1.0,61.337380341846405,0,6,3
Don Omar,Funk,136,230,4,0,0,1,0,,2011-07-27,2011,7,Verano,Album,1.0,3.2605627404798785,0,2,3
Bruno Mars,Alternativo,149,270,6,0,0,1,1,Nicki Minaj,2011-07-29,2011,7,Verano,Single,1.0,22.92676825704299,1,4,3
Miley Cyrus,Blues,118,212,9,1,0,1,1,Rosalía,2011-07-30,2011,7,Verano,Single,1.0,4.12132435330521,0,5,3
Young Thug,Experimental,60,193,3,1,0,1,0,,2011-07-30,2011,7,Verano,Single,1.0,12.46179181694268,0,5,3
Halsey,Funk,133,233,2,1,0,1,1,Jhayco,2011-08-02,2011,8,Verano,Album,1.0,1.0,0,1,3
Nicky Jam,Experimental,92,214,5,1,0,1,0,,2011-08-02,2011,8,Verano,Single,2.7238910066246462,2.829019170012829,0,1,3
Farruko,Punk,117,209,9,0,0,1,0,,2011-08-04,2011,8,Verano,Single,1.0,1.0,0,3,3
Sebastian Yatra,Pop Latino,94,423,6,0,0,1,1,Paulo Londra,2011-08-04,2011,8,Verano,Album,1.0,0.8348948628518265,0,3,3
Eminem,Experimental,97,194,0,1,0,1,1,Doja Cat,2011-08-05,2011,8,Verano,Album,1.0,1.0,0,4,3
Rosalía,Blues,132,184,1,1,1,0,0,,2011-08-06,2011,8,Verano,Single,1.0,27.23241385337804,0,5,3
David Guetta,Jazz,92,152,7,0,1,0,1,Billie Eilish,2011-08-07,2011,8,Verano,Album,1.0,0.9899845768201633,0,6,3
Lil Baby,Soul,90,359,11,0,0,1,0,,2011-08-07,2011,8,Verano,Album,14.434646965565166,3.7422276660651286,1,6,3
Jack Harlow,Punk,200,458,5,0,1,0,0,,2011-08-08,2011,8,Verano,Album,1.0,12.319821017978239,0,0,3
Travis Scott,K-Pop,108,156,1,0,0,1,0,,2011-08-13,2011,8,Verano,Single,1.0,3.177198086287256,0,5,3
Zara Larsson,Techno,111,197,5,1,1,0,1,Demi Lovato,2011-08-20,2011,8,Verano,Single,1.0,7.7152560685888725,0,5,3
Camila Cabello,Disco,115,168,5,1,0,1,1,Tini,2011-08-22,2011,8,Verano,Single,1.0,8.873897890478741,0,0,3
Miley Cyrus,Blues,147,224,0,1,1,0,1,Rosalía,2011-08-23,2011,8,Verano,Single,1.0,1.4350197340743696,1,1,3
Post Malone,Disco,113,278,9,0,0,1,1,Coldplay,2011-08-23,2011,8,Verano,Album,1.0,2.2657641421440133,0,1,3
Alan Walker,R&B,119,248,7,0,0,1,0,,2011-08-24,2011,8,Verano,Single,1.3894150031856953,23.38020031177108,0,2,3
Feid,Drill,109,147,9,0,0,1,0,,2011-08-25,2011,8,Verano,Album,1.0,1.0,0,3,3
Jack Harlow,Punk,91,211,11,0,0,1,0,,2011-08-26,2011,8,Verano,Single,1.0,1.0,0,4,3
Rauw Alejandro,Country,135,158,11,0,0,1,0,,2011-08-28,2011,8,Verano,Album,1.0,25.06373890469437,0,6,3
David Guetta,Jazz,107,168,8,1,0,1,1,María Becerra,2011-08-29,2011,8,Verano,Album,1.2331571197697986,0.8635239335194078,0,0,3
Harry Styles,Punk,200,406,0,1,0,1,1,Taylor Swift,2011-08-29,2011,8,Verano,Single,2.2436305315458824,18.915001916781442,0,0,3
Sam Smith,Funk,98,222,8,1,0,1,0,,2011-08-29,2011,8,Verano,Album,1.0,1.0,0,0,3
Martin Garrix,Country,98,241,1,0,1,0,1,J Balvin,2011-08-30,2011,8,Verano,Single,3.1825284637213826,9.587172231213705,0,1,3
Shawn Mendes,Country,83,468,4,0,1,0,1,Eminem,2011-08-31,2011,8,Verano,Single,43.953029686745495,21.353901113693063,0,2,3
Sam Smith,Funk,135,245,10,0,0,1,0,,2011-09-05,2011,9,Otoño,Album,1.0,1.0,0,0,3
Tini,Blues,100,194,6,1,0,1,1,Harry Styles,2011-09-05,2011,9,Otoño,Single,1.0,21.7001004359639,1,0,3
Olivia Rodrigo,Experimental,64,349,9,0,0,1,1,Anuel AA,2011-09-09,2011,9,Otoño,Single,1.0,1.0,0,4,3
Post Malone,Disco,84,482,7,0,0,1,0,,2011-09-10,2011,9,Otoño,Single,1.0,1.7015052492321043,0,5,3
Coldplay,Reggaeton,81,422,5,0,0,1,1,Halsey,2011-09-12,2011,9,Otoño,Single,1.0,0.8801342216038602,0,0,3
María Becerra,Jazz,91,335,9,0,0,1,1,Tini,2011-09-12,2011,9,Otoño,Album,1.0,1.1039973685275117,0,0,3
Miley Cyrus,Blues,85,215,2,0,0,1,1,Rosalía,2011-09-14,2011,9,Otoño,Single,1.0,1.7021338050729657,0,2,3
Myke Towers,Reggaeton,85,136,0,1,0,1,1,Demi Lovato,2011-09-15,2011,9,Otoño,Single,1.0,1.0,0,3,3
Kanye West,K-Pop,88,127,2,1,0,1,0,,2011-09-19,2011,9,Otoño,Single,1.0,1.0,0,0,3
Lewis Capaldi,Experimental,164,223,6,0,0,1,0,,2011-09-19,2011,9,Otoño,Single,1.0,2.101977743347287,0,0,3
Anitta,Dance,175,260,6,1,0,1,1,Lil Nas X,2011-09-21,2011,9,Otoño,Album,1.0,29.207788681137853,0,2,3
Megan Thee Stallion,Drill,159,229,0,0,0,1,1,Demi Lovato,2011-09-21,2011,9,Otoño,Single,1.0,23.949523702586863,0,2,3
Paulo Londra,Flamenco,107,273,5,0,0,1,1,Justin Bieber,2011-09-22,2011,9,Otoño,Single,9.922647672375065,0.7922928202596053,1,3,3
Katy Perry,Synthwave,61,291,4,0,0,1,1,Megan Thee Stallion,2011-09-26,2011,9,Otoño,Single,1.0,1.3363212434834881,0,0,3
Zara Larsson,Rock,174,318,11,0,0,1,1,Olivia Rodrigo,2011-09-26,2011,9,Otoño,Album,96.82029748023675,1.0,0,0,3
Charlie Puth,Funk,116,236,2,1,0,1,0,,2011-09-30,2011,9,Otoño,Album,1.0,1.0,0,4,3
Miley Cyrus,Blues,114,321,7,0,0,1,0,,2011-10-04,2011,10,Otoño,Album,1.0,1.3749759464641529,0,1,4
Paulo Londra,Urbano,126,266,7,0,0,1,0,,2011-10-04,2011,10,Otoño,Album,5.191862212623738,4.4541421379187645,0,1,4
Drake,Clásica,133,281,3,1,0,1,0,,2011-10-06,2011,10,Otoño,Single,1.0,8.10451475575799,0,3,4
Billie Eilish,Reggaeton,86,93,11,0,1,0,0,,2011-10-07,2011,10,Otoño,Album,1.0,0.9782931143905605,1,4,4
Martin Garrix,Country,101,130,0,1,0,1,0,,2011-10-07,2011,10,Otoño,Single,1.111374759185163,7.61816424290182,0,4,4
Nicki Minaj,Reggaeton,114,166,5,1,1,0,1,Feid,2011-10-08,2011,10,Otoño,Single,8.305936659123619,1.0,0,5,4
Sebastian Yatra,Pop Latino,132,232,0,1,0,1,1,Lil Uzi Vert,2011-10-10,2011,10,Otoño,Album,1.0,1.0,0,0,4
Peso Pluma,Punk,190,389,5,1,0,1,1,Farruko,2011-10-11,2011,10,Otoño,Single,1.0,0.776375492992463,0,1,4
The Weeknd,Synthwave,152,231,2,1,0,1,0,,2011-10-11,2011,10,Otoño,Single,1.0,25.586695537167028,0,1,4
DaBaby,Synthwave,82,260,1,1,0,1,0,,2011-10-15,2011,10,Otoño,Album,1.0,10.687711492725965,0,5,4
Jhayco,Rock,148,281,7,1,0,1,1,Halsey,2011-10-15,2011,10,Otoño,Single,1.0,1.0,0,5,4
Dua Lipa,Urbano,84,428,1,0,0,1,1,Manuel Turizo,2011-10-16,2011,10,Otoño,Single,1.0,1.0,0,6,4
Harry Styles,Punk,164,375,9,1,0,1,0,,2011-10-16,2011,10,Otoño,Single,1.0,25.368213076017632,0,6,4
BTS,House,143,240,8,0,0,1,1,Kanye West,2011-10-17,2011,10,Otoño,Single,1.0,20.389758470714327,1,0,4
Kanye West,Soul,63,150,7,0,0,1,0,,2011-10-18,2011,10,Otoño,Single,1.0,23.6269268613865,0,1,4
Megan Thee Stallion,Drill,171,363,2,1,0,1,1,Farruko,2011-10-19,2011,10,Otoño,Single,1.0,1.0,0,2,4
Kendrick Lamar,Lofi,121,203,4,0,0,1,1,Miley Cyrus,2011-10-21,2011,10,Otoño,Album,1.0,31.27363039140758,0,4,4
Ariana Grande,Techno,129,323,8,1,1,0,1,Karol G,2011-10-22,2011,10,Otoño,Single,1.5615303346885043,11.5112252439901,0,5,4
J Balvin,Drill,170,195,7,1,0,1,1,Megan Thee Stallion,2011-10-23,2011,10,Otoño,Album,3.454379133953178,8.67729620000893,0,6,4
SZA,Techno,122,373,1,1,0,1,0,,2011-10-25,2011,10,Otoño,Single,1.0,1.0726089140337969,0,1,4
Rihanna,Funk,78,159,8,1,0,1,0,,2011-10-28,2011,10,Otoño,Album,1.0,1.0,0,4,4
Twenty One Pilots,Electrónica,168,248,9,1,1,0,0,,2011-10-30,2011,10,Otoño,Album,1.0,1.0,0,6,4
Blackpink,Experimental,93,325,11,0,1,0,1,Halsey,2011-11-01,2011,11,Otoño,Album,1.0,1.0,0,1,4
Shakira,Hip Hop,64,162,2,1,0,1,1,Katy Perry,2011-11-02,2011,11,Otoño,Single,1.0,1.0,0,2,4
Ed Sheeran,Metal,180,268,5,0,0,1,0,,2011-11-03,2011,11,Otoño,Single,1.0,1.0,0,3,4
Sebastian Yatra,Pop Latino,80,247,9,0,0,1,0,,2011-11-03,2011,11,Otoño,Album,1.0,4.709034098068746,0,3,4
DaBaby,Indie,71,195,7,0,0,1,1,Farruko,2011-11-04,2011,11,Otoño,Album,1.0,7.343937315298209,0,4,4
Martin Garrix,Country,83,191,10,1,0,1,0,,2011-11-06,2011,11,Otoño,Single,1.0,16.960118075189698,0,6,4
Alan Walker,Funk,119,337,11,0,0,1,0,,2011-11-08,2011,11,Otoño,Album,1.0,14.491615967688398,0,1,4
Imagine Dragons,Blues,108,460,11,0,0,1,1,Tini,2011-11-10,2011,11,Otoño,Single,1.7030777351445752,37.19248119960812,0,3,4
Lewis Capaldi,Rock,193,248,3,1,0,1,0,,2011-11-10,2011,11,Otoño,Single,1.0,17.455563516271102,0,3,4
Drake,Clásica,107,291,3,0,1,0,0,,2011-11-11,2011,11,Otoño,Single,1.0,0.9168982775096907,0,4,4
Rihanna,Disco,156,160,5,1,0,1,0,,2011-11-11,2011,11,Otoño,Album,1.0,1.0,0,4,4
Karol G,Indie,60,309,5,0,0,1,0,,2011-11-12,2011,11,Otoño,Single,1.0,2.251196584676549,0,5,4
Taylor Swift,Funk,164,296,6,0,0,1,1,Peso Pluma,2011-11-12,2011,11,Otoño,Album,1.0,19.719715144954467,0,5,4
Ed Sheeran,Metal,137,190,2,0,0,1,1,Calvin Harris,2011-11-13,2011,11,Otoño,Album,1.0,1.0,0,6,4
Halsey,Funk,137,336,9,1,0,1,1,Migos,2011-11-13,2011,11,Otoño,Album,1.0,1.0,0,6,4
Demi Lovato,Drill,178,168,0,0,0,1,0,,2011-11-16,2011,11,Otoño,Single,1.0,1.0,0,2,4
Manuel Turizo,Disco,120,233,9,1,0,1,0,,2011-11-16,2011,11,Otoño,Album,1.0,29.692586667960633,0,2,4
Bad Bunny,Disco,89,391,10,0,0,1,1,Doja Cat,2011-11-17,2011,11,Otoño,Single,1.0,7.812256297505381,0,3,4
Ozuna,Lofi,127,238,0,0,0,1,0,,2011-11-19,2011,11,Otoño,Single,2.2486578661386605,0.9084378243515251,1,5,4
Twenty One Pilots,Electrónica,159,368,11,0,1,0,1,Lil Baby,2011-11-22,2011,11,Otoño,Album,1.0,0.804267025137586,0,1,4
Ed Sheeran,Metal,165,241,5,1,0,1,1,Eminem,2011-11-23,2011,11,Otoño,Single,1.541814548153083,1.0,0,2,4
Lil Nas X,Indie,104,134,0,1,0,1,1,Feid,2011-11-23,2011,11,Otoño,Single,1.7207337432820267,21.292684481815115,0,2,4
Calvin Harris,Metal,117,310,11,0,1,0,0,,2011-11-24,2011,11,Otoño,Single,1.0,25.08856354567433,0,3,4
Nicky Jam,Experimental,111,224,7,1,0,1,0,,2011-11-26,2011,11,Otoño,Album,7.056213485890333,19.94318667649062,0,5,4
Martin Garrix,Country,151,253,7,0,0,1,0,,2011-11-27,2011,11,Otoño,Album,3.698449268844912,1.905732689603694,0,6,4
Rauw Alejandro,Country,91,138,10,0,0,1,0,,2011-11-30,2011,11,Otoño,Single,1.0,14.48335015295233,0,2,4
Justin Bieber,Electrónica,126,266,0,0,0,1,1,Farruko,2011-12-01,2011,12,Invierno,Single,1.0,18.01848527289703,1,3,4
Maluma,Hip Hop,168,275,2,1,0,1,1,Charlie Puth,2011-12-01,2011,12,Invierno,Single,1.0,1.0,0,3,4
Doja Cat,Disco,94,292,5,1,0,1,1,María Becerra,2011-12-02,2011,12,Invierno,Single,1.67027253650852,19.379658512416743,1,4,4
Ozuna,Lofi,87,290,11,1,0,1,0,,2011-12-02,2011,12,Invierno,Single,3.445731327435259,23.23233421145562,0,4,4
Maroon 5,Flamenco,76,208,11,1,0,1,0,,2011-12-06,2011,12,Invierno,Single,1.0,1.0,0,1,4
Kanye West,Soul,78,173,9,0,0,1,0,,2011-12-07,2011,12,Invierno,Single,1.0,0.7252336158305216,0,2,4
Calvin Harris,Trap,94,371,7,1,1,0,0,,2011-12-08,2011,12,Invierno,Album,1.0,14.815306691764158,0,3,4
Cardi B,Alternativo,124,210,11,0,0,1,0,,2011-12-08,2011,12,Invierno,Single,1.0,1.0,0,3,4
Justin Bieber,Electrónica,154,151,7,1,0,1,1,Wisin & Yandel,2011-12-09,2011,12,Invierno,Single,1.0,12.4648617973996,0,4,4
Anuel AA,Flamenco,118,219,11,1,0,1,0,,2011-12-12,2011,12,Invierno,Single,1.0,1.0,0,0,4
Beyoncé,Hip Hop,154,153,10,1,0,1,1,Kendrick Lamar,2011-12-12,2011,12,Invierno,Album,2.5321209584642883,1.0290617419279795,0,0,4
Nicky Jam,Experimental,144,165,11,1,0,1,0,,2011-12-12,2011,12,Invierno,Single,4.092670288062841,4.734228357121934,0,0,4
Lady Gaga,Reggaeton,86,139,2,1,0,1,1,Shakira,2011-12-13,2011,12,Invierno,Single,1.0,29.056251010236682,0,1,4
Bruno Mars,Alternativo,79,281,5,1,0,1,1,Nicki Minaj,2011-12-17,2011,12,Invierno,Single,1.0,3.2189131410640948,0,5,4
Megan Thee Stallion,Drill,148,252,2,1,0,1,0,,2011-12-17,2011,12,Invierno,Single,1.0,1.0,0,5,4
Juice WRLD,Trap,151,364,11,0,1,0,1,Ed Sheeran,2011-12-19,2011,12,Invierno,Single,1.0,1.0,0,0,4
Tini,Blues,112,192,11,1,1,0,1,Ariana Grande,2011-12-19,2011,12,Invierno,Single,1.0,1.229377322659317,0,0,4
Charlie Puth,Funk,107,235,4,1,0,1,0,,2011-12-22,2011,12,Invierno,Single,1.0,0.9241863259162202,1,3,4
Miley Cyrus,Blues,154,278,5,0,0,1,1,Tini,2011-12-23,2011,12,Invierno,Single,1.0,1.4305636829012578,0,4,4
Don Omar,Experimental,111,332,1,1,1,0,1,DaBaby,2011-12-24,2011,12,Invierno,Album,1.0149720731142249,5.905304650389968,0,5,4
Lil Uzi Vert,Funk,117,284,8,1,0,1,1,Shawn Mendes,2011-12-27,2011,12,Invierno,Single,1.0,1.0433124676026215,0,1,4
Camila Cabello,Disco,83,151,1,0,0,1,0,,2011-12-28,2011,12,Invierno,Single,1.0,0.8089235653976818,1,2,4
Lady Gaga,Reggaeton,74,92,3,1,1,0,0,,2011-12-28,2011,12,Invierno,Single,1.0,1.0,0,2,4
Kendrick Lamar,Lofi,139,189,9,1,0,1,0,,2011-12-29,2011,12,Invierno,Single,1.6988382085301161,36.37815126770242,0,3,4
Billie Eilish,Reggaeton,76,190,7,1,0,1,0,,2011-12-30,2011,12,Invierno,Single,1.0,1.0,0,4,4
Cardi B,K-Pop,103,234,0,1,0,1,1,Shawn Mendes,2012-01-01,2012,1,Invierno,Single,1.0,23.453860797407597,0,6,1
Beyoncé,House,81,172,0,0,0,1,0,,2012-01-03,2012,1,Invierno,Single,1.0,1.746480649971987,0,1,1
Lil Baby,Soul,91,212,10,1,0,1,0,,2012-01-04,2012,1,Invierno,Single,5.1024915937028235,19.001454744342475,0,2,1
Migos,Indie,98,256,1,0,0,1,1,Lil Nas X,2012-01-05,2012,1,Invierno,Single,1.0,3.2964241710400595,0,3,1
Kendrick Lamar,Lofi,65,230,0,1,1,0,1,Halsey,2012-01-08,2012,1,Invierno,Album,2.084898430038333,26.96865632755671,0,6,1
Sebastian Yatra,Pop Latino,119,356,2,0,0,1,1,Katy Perry,2012-01-09,2012,1,Invierno,Single,1.0,1.0,0,0,1
Selena Gomez,K-Pop,103,177,9,0,0,1,0,,2012-01-16,2012,1,Invierno,Album,84.19986197488224,1.1324519139660563,0,0,1
Zara Larsson,Techno,166,462,11,0,0,1,0,,2012-01-16,2012,1,Invierno,Single,1.0,29.919822150556893,0,0,1
Beyoncé,Hip Hop,141,169,1,0,0,1,1,Travis Scott,2012-01-17,2012,1,Invierno,Album,1.0,1.4783212660042986,0,1,1
Drake,Clásica,79,312,8,0,1,0,0,,2012-01-17,2012,1,Invierno,Album,3.82979859861704,9.070072876479342,1,1,1
Camila Cabello,Disco,99,152,2,1,0,1,1,Kanye West,2012-01-18,2012,1,Invierno,Album,1.0,1.057346426937447,0,2,1
Shawn Mendes,Clásica,85,182,5,0,1,0,1,Olivia Rodrigo,2012-01-19,2012,1,Invierno,Single,4.921283973078431,19.446928540030775,0,3,1
Karol G,Indie,132,269,8,0,1,0,1,Peso Pluma,2012-01-21,2012,1,Invierno,Single,1.0,3.675963449773742,0,5,1
Dua Lipa,Urbano,81,452,3,0,0,1,1,Shawn Mendes,2012-01-25,2012,1,Invierno,Single,1.1592159640218178,1.0,0,2,1
Feid,Drill,108,151,8,1,0,1,1,Shawn Mendes,2012-01-25,2012,1,Invierno,Single,1.692377097447582,1.0,0,2,1
Nicky Jam,Experimental,104,225,7,0,0,1,0,,2012-01-26,2012,1,Invierno,Single,13.897288799563388,24.09964484353539,0,3,1
Billie Eilish,Reggaeton,81,120,2,1,0,1,1,The Weeknd,2012-01-28,2012,1,Invierno,Single,1.0,26.729872517192895,0,5,1
Cardi B,K-Pop,119,331,0,0,0,1,1,Shawn Mendes,2012-01-28,2012,1,Invierno,Single,1.0,1.0,0,5,1
J Balvin,Techno,170,204,2,1,0,1,1,Beyoncé,2012-01-29,2012,1,Invierno,Single,2.2309785547970886,26.955650997178967,0,6,1
Adele,Rock,169,209,10,0,1,0,1,BTS,2012-02-02,2012,2,Invierno,Single,1.0,8.399649840473419,0,3,1
Beyoncé,Hip Hop,60,205,10,1,0,1,1,Maluma,2012-02-03,2012,2,Invierno,Album,1.0,1.3433623371234777,0,4,1
Kanye West,Soul,84,136,2,1,0,1,0,,2012-02-03,2012,2,Invierno,Single,1.0,1.0,0,4,1
Anitta,Dance,148,211,6,0,0,1,1,Selena Gomez,2012-02-04,2012,2,Invierno,Album,1.0,21.826940333170917,0,5,1
Megan Thee Stallion,Drill,160,206,1,1,0,1,0,,2012-02-04,2012,2,Invierno,Album,1.0,1.0,0,5,1
Daddy Yankee,Indie,92,185,5,0,0,1,0,,2012-02-05,2012,2,Invierno,Single,1.574884284935023,1.5171291619999598,0,6,1
Eminem,Experimental,84,237,6,0,0,1,1,Bruno Mars,2012-02-05,2012,2,Invierno,Single,1.0,1.0,0,6,1
Harry Styles,Punk,172,242,9,0,0,1,1,Nicky Jam,2012-02-05,2012,2,Invierno,Single,1.0357951345793885,1.4799039687502704,0,6,1
Karol G,Indie,121,151,0,1,0,1,1,Don Omar,2012-02-06,2012,2,Invierno,Single,1.0,21.15540232598737,0,0,1
Post Malone,Disco,99,308,3,0,0,1,0,,2012-02-07,2012,2,Invierno,Album,2.6555522654870534,10.712616003390183,0,1,1
Peso Pluma,Punk,96,388,9,1,1,0,1,Billie Eilish,2012-02-08,2012,2,Invierno,Single,1.0,1.0,0,2,1
María Becerra,Jazz,110,251,5,0,0,1,0,,2012-02-09,2012,2,Invierno,Single,1.0,1.446192785153357,0,3,1
Daddy Yankee,Disco,134,160,0,1,1,0,0,,2012-02-14,2012,2,Invierno,Single,1.0,1.5865807542821306,0,1,1
Twenty One Pilots,Electrónica,145,245,9,1,0,1,0,,2012-02-21,2012,2,Invierno,Single,1.0,1.0,1,1,1
The Kid LAROI,Metal,150,277,7,0,0,1,1,Katy Perry,2012-02-23,2012,2,Invierno,Single,1.0,3.803848406423955,0,3,1
Jhayco,Disco,120,442,10,1,1,0,1,Post Malone,2012-02-24,2012,2,Invierno,Single,1.0,7.065732918524502,0,4,1
Lil Uzi Vert,Funk,101,394,2,0,0,1,1,Jhayco,2012-02-24,2012,2,Invierno,Single,1.0,1.2387455443520334,0,4,1
Daddy Yankee,Indie,84,172,3,0,0,1,0,,2012-02-27,2012,2,Invierno,Single,5.279448810824189,1.4427186176639353,0,0,1
Dua Lipa,Urbano,107,149,11,1,1,0,1,Eminem,2012-02-29,2012,2,Invierno,Single,1.0,1.0674100256338384,0,2,1
Ozuna,Lofi,68,479,1,1,1,0,0,,2012-02-29,2012,2,Invierno,Single,1.1974140983335901,1.6456388995051596,0,2,1
Juice WRLD,Trap,128,234,1,1,0,1,1,Blackpink,2012-03-01,2012,3,Primavera,Album,1.0,1.1408564037014455,0,3,1
Lil Uzi Vert,Funk,96,187,6,0,0,1,0,,2012-03-02,2012,3,Primavera,Single,1.0,1.2855495244688262,1,4,1
The Kid LAROI,Metal,123,308,5,0,0,1,0,,2012-03-03,2012,3,Primavera,Album,1.1107560816517639,2.4220588548329185,0,5,1
Wisin & Yandel,Urbano,101,345,4,1,0,1,1,Ariana Grande,2012-03-03,2012,3,Primavera,Album,1.0,24.073363204634834,0,5,1
Katy Perry,Synthwave,140,290,6,0,0,1,1,Selena Gomez,2012-03-05,2012,3,Primavera,Single,1.0,7.167040768497381,0,0,1
Kendrick Lamar,Country,115,202,2,1,0,1,0,,2012-03-08,2012,3,Primavera,Single,11.854068123741717,17.96342287976588,0,3,1
Imagine Dragons,Blues,82,379,0,0,1,0,0,,2012-03-10,2012,3,Primavera,Album,1.436914613845922,16.70962236352221,0,5,1
Young Thug,Experimental,112,221,7,0,1,0,1,Eminem,2012-03-11,2012,3,Primavera,Single,1.0,1.060085449137488,0,6,1
Manuel Turizo,Lofi,75,209,4,0,1,0,0,,2012-03-12,2012,3,Primavera,Single,1.0,11.291222987569478,0,0,1
Daddy Yankee,Indie,113,245,9,1,0,1,0,,2012-03-15,2012,3,Primavera,Single,1.0,2.5170780250129017,0,3,1
Myke Towers,Reggaeton,104,171,0,1,0,1,0,,2012-03-15,2012,3,Primavera,Album,1.0,1.0,0,3,1
Ariana Grande,Folk,161,145,4,1,0,1,0,,2012-03-16,2012,3,Primavera,Album,1.6724856459590096,27.630467068921586,0,4,1
Nicky Jam,Experimental,99,217,4,0,1,0,1,Calvin Harris,2012-03-17,2012,3,Primavera,Album,3.8818890636431003,10.498688556711548,0,5,1
Sam Smith,Funk,105,314,6,1,0,1,0,,2012-03-18,2012,3,Primavera,Album,1.0,1.0,0,6,1
