artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,dia_semana,estacion,tipo_lanzamiento,calidad_intrinseca,popularidad,categoria_popularidad,exito,hit_viral
Halsey,Synthwave,122,251,9,1,0,1,0,,2011-06-25,2011,6,5,Verano,Single,67,51.21,Media,1,0
Jhayco,Clásica,132,237,10,0,0,1,1,BTS,2011-06-25,2011,6,5,Verano,Single,45,31.43,Media,0,0
Daddy Yankee,Folk,119,232,9,0,0,1,0,,2011-06-29,2011,6,2,Verano,Single,74,37.62,Media,0,0
Taylor Swift,Country,106,160,0,0,0,1,0,,2011-06-29,2011,6,2,Verano,Album,49,54.18,Media,1,0
Bruno Mars,Funk,92,234,11,0,0,1,1,Sam Smith,2011-06-30,2011,6,3,Verano,Album,78,70.21,Alta,1,0
Doja Cat,Flamenco,97,290,1,1,0,1,1,Ariana Grande,2011-06-30,2011,6,3,Verano,Album,56,41.06,Media,0,0
Jack Harlow,Pop Latino,99,137,3,1,1,0,0,,2011-06-30,2011,6,3,Verano,Single,40,45.88,Media,0,0
Lil Nas X,Soul,93,231,2,0,0,1,0,,2011-07-01,2011,7,4,Verano,Single,89,41.52,Media,0,0
BTS,Urbano,95,233,1,1,0,1,0,,2011-07-04,2011,7,0,Verano,Album,82,32.36,Media,0,0
Sebastian Yatra,Folk,88,175,1,1,0,1,0,,2011-07-04,2011,7,0,Verano,Single,72,37.93,Media,0,0
J Balvin,House,146,221,6,1,1,0,0,,2011-07-05,2011,7,1,Verano,Single,63,38.72,Media,0,0
David Guetta,R&B,102,250,9,1,0,1,0,,2011-07-09,2011,7,5,Verano,Album,52,43.14,Media,0,0
Halsey,Synthwave,106,211,1,0,0,1,0,,2011-07-11,2011,7,0,Verano,Single,60,60.08,Media,1,0
Beyoncé,House,122,230,4,1,1,0,0,,2011-07-13,2011,7,2,Verano,Single,61,56.62,Media,1,0
Cardi B,Hip Hop,100,177,6,0,0,1,0,,2011-07-14,2011,7,3,Verano,Single,86,48.97,Media,0,0
Martin Garrix,Drill,68,191,8,1,0,1,0,,2011-07-15,2011,7,4,Verano,Single,90,42.38,Media,0,0
Kanye West,Lofi,108,160,1,0,0,1,0,,2011-07-16,2011,7,5,Verano,Single,58,23.18,Baja,0,0
Maluma,Folk,107,229,4,0,0,1,1,The Kid LAROI,2011-07-20,2011,7,2,Verano,Single,39,25.02,Baja,0,0
Justin Bieber,Blues,100,225,7,0,1,0,1,The Weeknd,2011-07-22,2011,7,4,Verano,Single,54,45.44,Media,0,0
Demi Lovato,Indie,143,219,7,1,0,1,0,,2011-07-23,2011,7,5,Verano,Album,46,33.87,Media,0,0
Taylor Swift,Flamenco,120,150,0,1,0,1,0,,2011-07-26,2011,7,1,Verano,Single,81,55.76,Media,1,0
Rosalía,K-Pop,125,192,5,1,0,1,0,,2011-07-31,2011,7,6,Verano,Single,58,47.89,Media,0,0
Miley Cyrus,Country,110,178,11,0,0,1,1,Ozuna,2011-08-01,2011,8,0,Verano,Single,38,49.53,Media,0,0
The Kid LAROI,Folk,87,244,4,0,0,1,0,,2011-08-01,2011,8,0,Verano,Single,30,20.1,Baja,0,0
Kanye West,Reggaeton,109,153,0,1,0,1,0,,2011-08-02,2011,8,1,Verano,Single,45,26.49,Baja,0,0
Daddy Yankee,Clásica,88,149,0,0,1,0,0,,2011-08-05,2011,8,4,Verano,Album,69,61.25,Media,1,1
Paulo Londra,Hip Hop,152,240,8,1,0,1,0,,2011-08-07,2011,8,6,Verano,Single,72,29.92,Baja,0,0
Kendrick Lamar,Metal,120,172,3,0,0,1,0,,2011-08-11,2011,8,3,Verano,Album,32,21.66,Baja,0,0
DaBaby,Blues,120,204,0,1,0,1,0,,2011-08-13,2011,8,5,Verano,Album,74,33.31,Media,0,0
Wisin & Yandel,R&B,81,232,10,0,0,1,0,,2011-08-13,2011,8,5,Verano,Single,77,35.88,Media,0,0
Dua Lipa,Reggaeton,89,174,5,0,0,1,1,J Balvin,2011-08-14,2011,8,6,Verano,Single,33,51.49,Media,1,0
Manuel Turizo,Flamenco,94,177,10,0,0,1,1,Shakira,2011-08-15,2011,8,0,Verano,Single,48,41.68,Media,0,0
The Kid LAROI,Folk,102,196,5,1,0,1,0,,2011-08-15,2011,8,0,Verano,Single,38,25.88,Baja,0,0
Lil Baby,Reggaeton,105,211,8,0,0,1,1,Dua Lipa,2011-08-16,2011,8,1,Verano,Album,39,46.53,Media,0,0
Lil Uzi Vert,Indie,86,230,2,0,0,1,0,,2011-08-17,2011,8,2,Verano,Album,35,24.73,Baja,0,0
Halsey,Synthwave,87,174,8,0,1,0,0,,2011-08-19,2011,8,4,Verano,Album,26,40.78,Media,0,0
Shakira,Blues,102,246,4,1,0,1,0,,2011-08-19,2011,8,4,Verano,Single,74,51.39,Media,1,0
Migos,Folk,117,242,3,0,0,1,1,Post Malone,2011-08-20,2011,8,5,Verano,Album,89,52.38,Media,1,0
Charlie Puth,Drill,70,226,2,0,0,1,0,,2011-08-21,2011,8,6,Verano,Single,59,24.8,Baja,0,0
Kanye West,Funk,90,167,0,1,0,1,0,,2011-08-22,2011,8,0,Verano,Album,81,32.03,Media,0,0
Karol G,Trap,114,214,1,1,0,1,1,Coldplay,2011-08-22,2011,8,0,Verano,Album,52,42.47,Media,0,0
Sam Smith,Trap,132,187,10,1,0,1,1,Bad Bunny,2011-08-23,2011,8,1,Verano,Album,90,44.54,Media,0,0
Coldplay,Trap,120,218,8,1,1,0,1,Paulo Londra,2011-08-26,2011,8,4,Verano,Single,89,84.08,Alta,1,0
Justin Bieber,Blues,107,270,8,1,0,1,1,Feid,2011-08-26,2011,8,4,Verano,Single,64,42.05,Media,0,0
Imagine Dragons,Electrónica,155,210,11,1,1,0,1,Megan Thee Stallion,2011-08-27,2011,8,5,Verano,Album,73,51.44,Media,1,0
Blackpink,Reggaeton,99,235,6,1,0,1,1,Post Malone,2011-08-29,2011,8,0,Verano,Single,48,50.13,Media,1,0
Tini,K-Pop,99,200,6,0,0,1,1,Charlie Puth,2011-08-29,2011,8,0,Verano,Album,49,39.66,Media,0,0
Paulo Londra,Techno,137,134,1,1,0,1,1,Demi Lovato,2011-08-30,2011,8,1,Verano,Single,57,37.02,Media,0,0
Rihanna,Jazz,131,185,8,0,0,1,0,,2011-08-30,2011,8,1,Verano,Single,28,29.71,Baja,0,1
Olivia Rodrigo,Reggaeton,101,164,5,0,0,1,1,Kendrick Lamar,2011-08-31,2011,8,2,Verano,Single,61,53.79,Media,1,0
Anuel AA,R&B,80,137,10,0,0,1,1,Selena Gomez,2011-09-02,2011,9,4,Otoño,Album,78,51.25,Media,1,0
Coldplay,Trap,91,191,7,0,0,1,0,,2011-09-06,2011,9,1,Otoño,Album,31,34.39,Media,0,0
Lady Gaga,Rock,162,168,8,0,0,1,1,Selena Gomez,2011-09-06,2011,9,1,Otoño,Single,47,25.34,Baja,0,0
Lil Baby,Reggaeton,104,277,10,1,0,1,0,,2011-09-08,2011,9,3,Otoño,Album,51,29.84,Baja,0,0
Jhayco,Clásica,125,212,10,1,0,1,0,,2011-09-10,2011,9,5,Otoño,Single,66,26.15,Baja,0,0
Lil Uzi Vert,Indie,111,234,0,0,0,1,0,,2011-09-12,2011,9,0,Otoño,Single,52,24.96,Baja,0,0
Charlie Puth,Latino,76,284,5,1,0,1,0,,2011-09-13,2011,9,1,Otoño,Single,59,22.97,Baja,0,0
Myke Towers,Trap,131,260,5,0,0,1,1,Lil Baby,2011-09-14,2011,9,2,Otoño,Album,52,39.11,Media,0,0
Shawn Mendes,R&B,81,175,10,0,0,1,0,,2011-09-14,2011,9,2,Otoño,Single,78,30.38,Media,0,0
Anitta,Punk,167,221,10,0,0,1,1,Lewis Capaldi,2011-09-15,2011,9,3,Otoño,Single,63,39.5,Media,0,0
David Guetta,Country,100,262,8,1,0,1,0,,2011-09-16,2011,9,4,Otoño,Single,57,37.19,Media,0,0
Feid,Blues,119,210,11,1,0,1,0,,2011-09-18,2011,9,6,Otoño,Single,47,23.4,Baja,0,0
Eminem,Funk,97,258,2,0,0,1,0,,2011-09-20,2011,9,1,Otoño,Album,46,16.96,Baja,0,0
Katy Perry,Lofi,125,264,10,0,0,1,1,Eminem,2011-09-20,2011,9,1,Otoño,Single,53,41.17,Media,0,0
Harry Styles,Funk,114,180,10,0,0,1,0,,2011-09-24,2011,9,5,Otoño,Single,64,23.57,Baja,0,0
Don Omar,Punk,164,236,6,1,1,0,1,Nicki Minaj,2011-09-26,2011,9,0,Otoño,Album,86,36.57,Media,0,0
Charlie Puth,Drill,117,172,2,0,0,1,0,,2011-09-28,2011,9,2,Otoño,Single,52,21.4,Baja,0,0
Calvin Harris,Dance,119,183,4,1,0,1,0,,2011-10-05,2011,10,2,Otoño,Album,60,32.76,Media,0,0
Maluma,Indie,129,188,4,1,0,1,0,,2011-10-08,2011,10,5,Otoño,Single,59,26.56,Baja,0,0
Adele,Experimental,84,190,8,0,0,1,0,,2011-10-11,2011,10,1,Otoño,Single,82,35.49,Media,0,0
Lewis Capaldi,Pop Latino,118,216,3,1,0,1,1,SZA,2011-10-14,2011,10,4,Otoño,Album,72,22.56,Baja,0,0
Travis Scott,Tropical,115,181,11,1,0,1,0,,2011-10-17,2011,10,0,Otoño,Album,73,26.67,Baja,0,0
María Becerra,Techno,94,204,4,0,0,1,1,Myke Towers,2011-10-18,2011,10,1,Otoño,Single,81,32.12,Media,0,0
Nicky Jam,Tropical,172,184,11,0,0,1,0,,2011-10-18,2011,10,1,Otoño,Album,66,29.5,Baja,0,0
Ozuna,Urbano,109,246,1,0,0,1,0,,2011-10-19,2011,10,2,Otoño,Single,64,35.43,Media,0,0
Migos,Folk,125,232,5,1,0,1,0,,2011-10-20,2011,10,3,Otoño,Single,60,26.33,Baja,0,0
Zara Larsson,R&B,104,241,6,1,0,1,0,,2011-10-20,2011,10,3,Otoño,Album,91,36.22,Media,0,0
Juice WRLD,Drill,94,186,4,0,0,1,0,,2011-10-21,2011,10,4,Otoño,Album,63,39.3,Media,0,0
Twenty One Pilots,Electrónica,86,169,8,0,1,0,1,Paulo Londra,2011-10-21,2011,10,4,Otoño,Single,72,28.95,Baja,0,0
Selena Gomez,Metal,114,174,7,0,0,1,0,,2011-10-23,2011,10,6,Otoño,Single,38,31.02,Media,0,0
Alan Walker,Dance,99,252,1,0,0,1,0,,2011-10-25,2011,10,1,Otoño,Album,42,20.82,Baja,0,0
Bad Bunny,Reggaeton,102,207,2,1,0,1,0,,2011-10-26,2011,10,2,Otoño,Single,51,37.57,Media,0,0
Camila Cabello,Country,97,248,8,0,0,1,0,,2011-10-27,2011,10,3,Otoño,Single,52,22.48,Baja,0,0
Eminem,Funk,88,180,7,0,0,1,1,Justin Bieber,2011-10-27,2011,10,3,Otoño,Album,39,23.28,Baja,0,0
Billie Eilish,Country,89,202,4,1,0,1,0,,2011-10-30,2011,10,6,Otoño,Album,89,48.24,Media,0,0
Charlie Puth,Disco,71,212,9,0,0,1,0,,2011-10-30,2011,10,6,Otoño,Album,52,20.27,Baja,0,0
Lil Nas X,Blues,109,216,11,0,0,1,0,,2011-10-30,2011,10,6,Otoño,Single,61,23.6,Baja,0,0
Shakira,Clásica,113,224,5,1,0,1,0,,2011-10-30,2011,10,6,Otoño,Single,28,30.49,Media,0,0
Ed Sheeran,Rock,155,175,4,1,0,1,1,Lil Nas X,2011-11-01,2011,11,1,Otoño,Single,53,23.54,Baja,0,0
Demi Lovato,Techno,134,257,0,1,0,1,0,,2011-11-04,2011,11,4,Otoño,Single,67,29.68,Baja,0,0
SZA,Rap,83,238,4,1,0,1,0,,2011-11-07,2011,11,0,Otoño,Single,79,31.89,Media,0,1
Wisin & Yandel,R&B,85,225,3,0,0,1,0,,2011-11-08,2011,11,1,Otoño,Album,87,29.68,Baja,0,0
Rosalía,Disco,119,207,7,1,0,1,1,Drake,2011-11-09,2011,11,2,Otoño,Album,42,41.43,Media,0,0
Alan Walker,Trap,75,184,2,1,0,1,0,,2011-11-10,2011,11,3,Otoño,Single,51,22.79,Baja,0,0
Young Thug,Punk,76,153,7,1,0,1,0,,2011-11-10,2011,11,3,Otoño,Single,52,33.15,Media,0,0
Farruko,Lofi,130,253,0,0,0,1,0,,2011-11-11,2011,11,4,Otoño,Single,95,33.0,Media,0,0
Migos,Electrónica,93,210,9,1,1,0,0,,2011-11-11,2011,11,4,Otoño,Single,56,24.02,Baja,0,0
Ariana Grande,Urbano,111,267,1,0,0,1,0,,2011-11-14,2011,11,0,Otoño,Single,72,32.08,Media,0,0
Peso Pluma,Country,112,285,4,1,0,1,0,,2011-11-14,2011,11,0,Otoño,Album,79,31.65,Media,0,0
The Kid LAROI,Folk,96,203,6,0,0,1,0,,2011-11-15,2011,11,1,Otoño,Single,84,24.36,Baja,0,0
Maroon 5,Rap,75,243,5,1,0,1,1,SZA,2011-11-17,2011,11,3,Otoño,Single,83,87.38,Alta,1,1
Anitta,Disco,142,215,8,1,0,1,0,,2011-11-21,2011,11,0,Otoño,Single,47,30.02,Media,0,0
Cardi B,Lofi,112,166,2,0,0,1,0,,2011-11-21,2011,11,0,Otoño,Album,41,23.57,Baja,0,0
Myke Towers,Hip Hop,112,213,7,0,0,1,1,Paulo Londra,2011-11-22,2011,11,1,Otoño,Single,85,43.48,Media,0,0
Blackpink,Reggaeton,85,251,10,0,0,1,0,,2011-11-23,2011,11,2,Otoño,Single,68,32.24,Media,0,0
Rihanna,Trap,101,168,2,0,0,1,0,,2011-11-23,2011,11,2,Otoño,Single,64,16.7,Baja,0,0
Harry Styles,Funk,104,170,6,0,0,1,0,,2011-11-24,2011,11,3,Otoño,Single,32,16.1,Baja,0,0
Sam Smith,House,95,150,10,0,0,1,1,Beyoncé,2011-11-25,2011,11,4,Otoño,Album,34,23.35,Baja,0,0
Juice WRLD,Urbano,95,216,7,1,1,0,0,,2011-11-26,2011,11,5,Otoño,Single,81,66.19,Media,1,1
Feid,Electrónica,80,213,10,0,1,0,0,,2011-11-30,2011,11,2,Otoño,Album,44,20.44,Baja,0,0
Maroon 5,Rap,129,281,0,1,0,1,0,,2011-11-30,2011,11,2,Otoño,Single,84,47.58,Media,0,0
Billie Eilish,Country,95,243,5,0,0,1,0,,2011-12-02,2011,12,4,Invierno,Album,24,24.19,Baja,0,0
Jack Harlow,Urbano,80,139,11,0,0,1,1,Bruno Mars,2011-12-05,2011,12,0,Invierno,Single,46,46.08,Media,0,0
Lady Gaga,Rock,133,182,2,0,0,1,1,J Balvin,2011-12-07,2011,12,2,Invierno,Album,39,27.39,Baja,0,0
Anuel AA,Punk,75,144,2,0,0,1,0,,2011-12-09,2011,12,4,Invierno,Album,51,37.17,Media,0,0
Dua Lipa,Reggaeton,92,249,7,0,0,1,1,Young Thug,2011-12-10,2011,12,5,Invierno,Album,68,48.37,Media,0,0
Myke Towers,Flamenco,129,281,1,0,0,1,0,,2011-12-10,2011,12,5,Invierno,Single,52,26.69,Baja,0,0
Calvin Harris,Dance,106,174,6,0,0,1,1,Katy Perry,2011-12-11,2011,12,6,Invierno,Album,59,43.83,Media,0,0
Manuel Turizo,Flamenco,114,203,3,1,0,1,0,,2011-12-12,2011,12,0,Invierno,Album,66,36.06,Media,0,0
BTS,Punk,93,284,9,1,0,1,0,,2011-12-13,2011,12,1,Invierno,Single,50,19.56,Baja,0,0
The Weeknd,Techno,161,177,9,0,1,0,1,Martin Garrix,2011-12-16,2011,12,4,Invierno,Single,64,25.66,Baja,0,0
Coldplay,Trap,106,217,6,0,1,0,1,Tini,2011-12-17,2011,12,5,Invierno,Single,54,54.98,Media,1,0
Post Malone,Country,94,234,6,1,0,1,0,,2011-12-18,2011,12,6,Invierno,Album,46,41.94,Media,0,1
Rauw Alejandro,Experimental,109,272,10,1,0,1,0,,2011-12-18,2011,12,6,Invierno,Album,64,35.58,Media,0,0
Katy Perry,Lofi,122,207,7,0,1,0,1,Cardi B,2011-12-21,2011,12,2,Invierno,Single,31,39.16,Media,0,0
Bruno Mars,Tropical,103,257,11,0,0,1,0,,2011-12-25,2011,12,6,Invierno,Single,39,38.52,Media,0,0
Travis Scott,Techno,90,216,5,0,0,1,0,,2011-12-25,2011,12,6,Invierno,Album,51,23.06,Baja,0,0
Daddy Yankee,Indie,127,264,11,0,0,1,0,,2011-12-28,2011,12,2,Invierno,Single,64,28.48,Baja,0,0
Megan Thee Stallion,Electrónica,141,174,5,0,0,1,1,Coldplay,2011-12-28,2011,12,2,Invierno,Single,40,80.56,Alta,1,1
Tini,Reggaeton,94,239,7,0,0,1,0,,2011-12-28,2011,12,2,Invierno,Album,52,36.09,Media,0,0
Billie Eilish,Country,87,285,10,0,0,1,0,,2011-12-29,2011,12,3,Invierno,Album,44,31.64,Media,0,0
Eminem,Lofi,99,272,10,0,0,1,0,,2011-12-31,2011,12,5,Invierno,Album,90,29.17,Baja,0,0
Paulo Londra,Techno,147,224,1,0,0,1,0,,2012-01-01,2012,1,6,Invierno,Album,91,24.99,Baja,0,0
Taylor Swift,Flamenco,82,278,5,1,0,1,1,Manuel Turizo,2012-01-03,2012,1,1,Invierno,Single,48,44.16,Media,0,0
Olivia Rodrigo,Reggaeton,101,197,4,1,1,0,0,,2012-01-04,2012,1,2,Invierno,Single,51,39.56,Media,0,0
María Becerra,Latino,84,191,10,1,0,1,0,,2012-01-06,2012,1,4,Invierno,Album,86,32.75,Media,0,0
Doja Cat,Flamenco,85,230,3,1,0,1,0,,2012-01-07,2012,1,5,Invierno,Single,43,18.91,Baja,0,0
Drake,Disco,124,263,2,0,0,1,1,Rosalía,2012-01-07,2012,1,5,Invierno,Single,37,22.22,Baja,0,0
Billie Eilish,Country,82,200,11,1,1,0,0,,2012-01-09,2012,1,0,Invierno,Album,68,41.25,Media,0,0
Martin Garrix,Dance,71,168,8,0,0,1,1,Katy Perry,2012-01-13,2012,1,4,Invierno,Single,55,33.89,Media,0,0
Nicki Minaj,Electrónica,130,162,2,0,1,0,0,,2012-01-15,2012,1,6,Invierno,Album,75,31.36,Media,0,0
Ed Sheeran,Urbano,163,159,3,1,0,1,0,,2012-01-19,2012,1,3,Invierno,Album,38,16.42,Baja,0,0
Sam Smith,Funk,87,209,7,1,0,1,0,,2012-01-22,2012,1,6,Invierno,Album,76,26.77,Baja,0,0
Coldplay,Trap,140,214,4,0,0,1,0,,2012-01-24,2012,1,1,Invierno,Single,78,51.12,Media,1,0
Miley Cyrus,Tropical,116,204,2,0,0,1,0,,2012-01-24,2012,1,1,Invierno,Single,37,32.42,Media,0,0
Alan Walker,Trap,126,198,2,0,0,1,1,Coldplay,2012-01-29,2012,1,6,Invierno,Album,47,31.75,Media,0,0
Jhayco,Clásica,131,214,4,1,0,1,0,,2012-01-29,2012,1,6,Invierno,Album,32,19.05,Baja,0,0
David Guetta,Reggaeton,104,247,0,0,0,1,0,,2012-01-30,2012,1,0,Invierno,Album,77,40.4,Media,0,0
Adele,Experimental,105,181,4,1,0,1,0,,2012-01-31,2012,1,1,Invierno,Single,54,26.32,Baja,0,0
Nicki Minaj,Electrónica,148,177,1,1,1,0,0,,2012-02-01,2012,2,2,Invierno,Single,58,24.16,Baja,0,0
Sebastian Yatra,Folk,103,228,7,0,0,1,1,Bad Bunny,2012-02-03,2012,2,4,Invierno,Single,54,33.49,Media,0,0
Dua Lipa,Reggaeton,93,277,3,1,0,1,0,,2012-02-08,2012,2,2,Invierno,Single,80,49.99,Media,0,0
Coldplay,Trap,86,212,1,1,0,1,0,,2012-02-10,2012,2,4,Invierno,Single,61,48.92,Media,0,0
J Balvin,Rock,169,179,6,0,0,1,0,,2012-02-10,2012,2,4,Invierno,Single,49,30.63,Media,0,0
Beyoncé,House,140,211,6,1,0,1,0,,2012-02-12,2012,2,6,Invierno,Single,40,34.54,Media,0,0
Peso Pluma,Country,95,256,4,0,0,1,0,,2012-02-13,2012,2,0,Invierno,Single,62,34.61,Media,0,0
Olivia Rodrigo,Reggaeton,95,165,11,0,0,1,1,María Becerra,2012-02-16,2012,2,3,Invierno,Single,76,61.22,Media,1,0
Shawn Mendes,Hip Hop,72,253,1,0,0,1,0,,2012-02-20,2012,2,0,Invierno,Single,58,26.48,Baja,0,0
Katy Perry,Lofi,106,236,5,1,0,1,0,,2012-02-21,2012,2,1,Invierno,Single,85,37.87,Media,0,0
Feid,Trap,114,246,10,1,0,1,0,,2012-02-23,2012,2,3,Invierno,Single,87,30.14,Media,0,0
Karol G,Flamenco,100,278,0,1,0,1,0,,2012-02-28,2012,2,1,Invierno,Single,64,26.32,Baja,0,0
Don Omar,Punk,157,234,2,1,0,1,1,Lil Baby,2012-02-29,2012,2,2,Invierno,Single,52,36.6,Media,0,0
Kanye West,Reggaeton,104,191,8,1,0,1,0,,2012-02-29,2012,2,2,Invierno,Album,77,27.26,Baja,0,0
Lady Gaga,Rock,157,188,6,1,0,1,1,Martin Garrix,2012-03-02,2012,3,4,Primavera,Single,80,45.76,Media,0,0
Lil Baby,Dance,93,250,4,1,0,1,0,,2012-03-02,2012,3,4,Primavera,Single,71,48.79,Media,0,0
Ozuna,Tropical,128,243,8,1,0,1,1,Sam Smith,2012-03-03,2012,3,5,Primavera,Single,61,58.3,Media,1,0
María Becerra,Rap,101,158,8,0,0,1,0,,2012-03-05,2012,3,0,Primavera,Album,34,31.34,Media,0,0
Tini,Reggaeton,99,234,2,0,0,1,0,,2012-03-05,2012,3,0,Primavera,Album,69,34.34,Media,0,0
Bad Bunny,Reggaeton,97,152,0,1,0,1,0,,2012-03-06,2012,3,1,Primavera,Single,51,35.24,Media,0,0
DaBaby,Experimental,110,188,8,1,0,1,0,,2012-03-06,2012,3,1,Primavera,Single,39,18.58,Baja,0,0
Maroon 5,Rap,108,244,11,1,0,1,0,,2012-03-07,2012,3,2,Primavera,Single,69,100.0,Alta,1,1
Zara Larsson,Pop,82,140,10,1,1,0,0,,2012-03-10,2012,3,5,Primavera,Single,49,38.91,Media,0,0
Sam Smith,Trap,85,193,0,0,0,1,0,,2012-03-11,2012,3,6,Primavera,Single,52,30.15,Media,0,0
Drake,Disco,100,256,11,0,0,1,0,,2012-03-14,2012,3,2,Primavera,Single,50,25.45,Baja,0,0
Selena Gomez,Jazz,134,196,2,1,0,1,1,Twenty One Pilots,2012-03-16,2012,3,4,Primavera,Single,51,41.34,Media,0,0
Travis Scott,Tropical,113,234,11,0,1,0,0,,2012-03-16,2012,3,4,Primavera,Single,82,36.31,Media,0,0
Farruko,Lofi,121,172,7,0,0,1,0,,2012-03-19,2012,3,0,Primavera,Single,52,28.69,Baja,0,0
Halsey,Synthwave,100,254,9,1,1,0,1,Ariana Grande,2012-03-19,2012,3,0,Primavera,Single,36,40.85,Media,0,0
The Kid LAROI,Folk,112,216,2,0,0,1,0,,2012-03-20,2012,3,1,Primavera,Single,83,31.99,Media,0,0
Charlie Puth,Tropical,74,280,8,1,0,1,1,Miley Cyrus,2012-03-21,2012,3,2,Primavera,Single,56,32.09,Media,0,0
Feid,Trap,74,223,7,1,0,1,0,,2012-03-21,2012,3,2,Primavera,Single,64,37.81,Media,0,0
Rauw Alejandro,Experimental,84,222,8,1,1,0,1,Adele,2012-03-22,2012,3,3,Primavera,Single,72,44.11,Media,0,0
BTS,Clásica,102,259,8,0,0,1,1,Post Malone,2012-03-23,2012,3,4,Primavera,Single,38,24.45,Baja,0,0
Imagine Dragons,Electrónica,126,260,5,1,1,0,0,,2012-03-23,2012,3,4,Primavera,Single,87,36.57,Media,0,0
Lil Uzi Vert,Urbano,117,218,3,1,0,1,1,Juice WRLD,2012-03-23,2012,3,4,Primavera,Single,87,53.09,Media,1,0
Anuel AA,Punk,77,146,8,0,0,1,1,Anitta,2012-03-28,2012,3,2,Primavera,Single,74,50.76,Media,1,0
Daddy Yankee,Folk,99,192,8,1,0,1,0,,2012-03-28,2012,3,2,Primavera,Single,33,28.33,Baja,0,0
Rosalía,K-Pop,110,230,11,1,0,1,0,,2012-03-30,2012,3,4,Primavera,Single,82,73.48,Alta,1,1
Kendrick Lamar,K-Pop,156,172,3,1,0,1,1,Miley Cyrus,2012-04-03,2012,4,1,Primavera,Single,62,32.31,Media,0,0
Lady Gaga,Pop Latino,165,182,2,1,0,1,0,,2012-04-05,2012,4,3,Primavera,Single,30,23.96,Baja,0,0
Megan Thee Stallion,House,148,166,6,0,0,1,0,,2012-04-07,2012,4,5,Primavera,Single,50,40.8,Media,0,0
Sebastian Yatra,Folk,98,247,7,1,1,0,0,,2012-04-08,2012,4,6,Primavera,Album,72,32.9,Media,0,0
Travis Scott,R&B,107,175,10,1,1,0,0,,2012-04-12,2012,4,3,Primavera,Single,37,28.48,Baja,0,0
DaBaby,R&B,108,187,0,1,0,1,0,,2012-04-15,2012,4,6,Primavera,Album,63,27.54,Baja,0,0
Maluma,Indie,110,227,5,0,0,1,1,Don Omar,2012-04-15,2012,4,6,Primavera,Single,84,35.95,Media,0,0
Lewis Capaldi,Jazz,101,240,10,1,0,1,0,,2012-04-17,2012,4,1,Primavera,Single,49,22.42,Baja,0,0
Demi Lovato,Techno,160,270,8,0,1,0,0,,2012-04-18,2012,4,2,Primavera,Single,34,29.33,Baja,0,0
Justin Bieber,Rap,129,268,6,0,0,1,0,,2012-04-18,2012,4,2,Primavera,Single,68,35.62,Media,0,0
BTS,Punk,110,263,6,0,1,0,1,Ed Sheeran,2012-04-19,2012,4,3,Primavera,Single,91,33.75,Media,0,0
Harry Styles,Funk,121,185,1,1,0,1,0,,2012-04-19,2012,4,3,Primavera,Single,51,25.6,Baja,0,0
Myke Towers,Flamenco,89,262,1,0,0,1,1,Miley Cyrus,2012-04-19,2012,4,3,Primavera,Single,53,32.1,Media,0,0
Rosalía,K-Pop,118,267,7,1,0,1,0,,2012-04-19,2012,4,3,Primavera,Album,32,32.64,Media,0,0
The Kid LAROI,Synthwave,80,246,2,1,0,1,1,Drake,2012-04-20,2012,4,4,Primavera,Single,60,26.86,Baja,0,0
Post Malone,Pop Latino,118,221,6,1,0,1,1,Coldplay,2012-04-21,2012,4,5,Primavera,Single,86,42.06,Media,0,0
Wisin & Yandel,Jazz,94,221,0,0,0,1,0,,2012-04-21,2012,4,5,Primavera,Single,50,29.21,Baja,0,0
Olivia Rodrigo,Reggaeton,93,195,0,0,1,0,1,SZA,2012-04-22,2012,4,6,Primavera,Album,75,59.62,Media,1,0
Paulo Londra,Techno,124,137,5,1,0,1,0,,2012-04-22,2012,4,6,Primavera,Single,45,26.3,Baja,0,0
Blackpink,Country,87,191,11,1,0,1,0,,2012-04-26,2012,4,3,Primavera,Single,45,31.37,Media,0,0
Calvin Harris,Flamenco,100,156,8,0,0,1,0,,2012-04-26,2012,4,3,Primavera,Single,50,35.28,Media,0,0
Lil Uzi Vert,Urbano,107,229,0,1,0,1,0,,2012-04-27,2012,4,4,Primavera,Single,82,42.67,Media,0,0
Lil Baby,Reggaeton,99,237,4,1,0,1,0,,2012-04-29,2012,4,6,Primavera,Album,30,29.07,Baja,0,0
The Kid LAROI,Folk,94,223,5,1,0,1,0,,2012-04-30,2012,4,0,Primavera,Single,81,27.9,Baja,0,0
David Guetta,Reggaeton,112,253,8,1,0,1,0,,2012-05-02,2012,5,2,Primavera,Album,87,44.06,Media,0,0
Rihanna,Trap,127,163,6,0,0,1,0,,2012-05-02,2012,5,2,Primavera,Single,50,19.95,Baja,0,0
Coldplay,Trap,84,205,4,0,0,1,0,,2012-05-04,2012,5,4,Primavera,Single,28,43.96,Media,0,0
Anitta,Funk,132,258,0,0,0,1,0,,2012-05-07,2012,5,0,Primavera,Album,40,38.5,Media,0,0
Travis Scott,R&B,119,223,2,1,0,1,0,,2012-05-10,2012,5,3,Primavera,Single,44,28.91,Baja,0,0
